Tick,Evento,Tipo de Comercio,ID Pedido
1405,Se empezó a elaborar el pedido,restaurante,559
1405,Comenzó el envio del pedido,restaurante,551
1406,Entró el pedido al sistema,restaurante,570
1406,Se empezó a elaborar el pedido,restaurante,569
1406,Se empezó a elaborar el pedido,farmacia,568
1406,Se asignó el rapartidor,farmacia,568
1406,Se Termino de elaborar el pedido,farmacia,568
1406,Comenzó el envio del pedido,farmacia,568
1407,Se empezó a elaborar el pedido,restaurante,570
1407,Finalizó el envío del pedido,farmacia,567
1408,Se asignó el rapartidor,restaurante,569
1409,Se Termino de elaborar el pedido,restaurante,565
1409,Se asignó el rapartidor,restaurante,570
1409,Comenzó el envio del pedido,restaurante,565
1410,Entró el pedido al sistema,restaurante,571
1411,Se asignó el rapartidor,restaurante,571
1411,Se empezó a elaborar el pedido,restaurante,571
1412,Finalizó el envío del pedido,farmacia,568
1414,Entró el pedido al sistema,restaurante,572
1414,Finalizó el envío del pedido,restaurante,557
1415,Se empezó a elaborar el pedido,restaurante,572
1415,Se asignó el rapartidor,restaurante,572
1415,Finalizó el envío del pedido,restaurante,551
1418,Entró el pedido al sistema,restaurante,573
1418,Finalizó el envío del pedido,restaurante,560
1418,Finalizó el envío del pedido,restaurante,562
1419,Se empezó a elaborar el pedido,restaurante,573
1419,Se asignó el rapartidor,restaurante,573
1420,Entró el pedido al sistema,restaurante,574
1420,Se Termino de elaborar el pedido,restaurante,570
1420,Finalizó el envío del pedido,restaurante,565
1420,Comenzó el envio del pedido,restaurante,570
1421,Se empezó a elaborar el pedido,restaurante,574
1421,Se asignó el rapartidor,restaurante,574
1423,Entró el pedido al sistema,farmacia,575
1424,Se empezó a elaborar el pedido,farmacia,575
1424,Se asignó el rapartidor,farmacia,575
1424,Se Termino de elaborar el pedido,farmacia,575
1425,Comenzó el envio del pedido,farmacia,575
1426,Finalizó el envío del pedido,restaurante,570
1428,Entró el pedido al sistema,restaurante,576
1428,Se Termino de elaborar el pedido,restaurante,569
1428,Entró el pedido al sistema,restaurante,577
1428,Comenzó el envio del pedido,restaurante,569
1429,Se empezó a elaborar el pedido,restaurante,576
1429,Se asignó el rapartidor,restaurante,577
1429,Se empezó a elaborar el pedido,restaurante,577
1431,Se asignó el rapartidor,restaurante,576
1432,Se Termino de elaborar el pedido,restaurante,574
1432,Entró el pedido al sistema,farmacia,578
1432,Se Termino de elaborar el pedido,restaurante,571
1432,Comenzó el envio del pedido,restaurante,571
1432,Comenzó el envio del pedido,restaurante,574
1433,Entró el pedido al sistema,restaurante,579
1433,Se empezó a elaborar el pedido,farmacia,578
1433,Se asignó el rapartidor,farmacia,578
1433,Se Termino de elaborar el pedido,farmacia,578
1434,Se Termino de elaborar el pedido,restaurante,564
1434,Se empezó a elaborar el pedido,restaurante,579
1434,Se asignó el rapartidor,restaurante,579
1434,Comenzó el envio del pedido,farmacia,578
1434,Comenzó el envio del pedido,restaurante,564
1436,Entró el pedido al sistema,almacen,580
1437,Se empezó a elaborar el pedido,almacen,580
1437,Se Termino de elaborar el pedido,restaurante,566
1437,Se asignó el rapartidor,almacen,580
1437,Se Termino de elaborar el pedido,almacen,580
1437,Comenzó el envio del pedido,restaurante,566
1438,Entró el pedido al sistema,restaurante,581
1438,Comenzó el envio del pedido,almacen,580
1439,Se empezó a elaborar el pedido,restaurante,581
1439,Se Termino de elaborar el pedido,restaurante,559
1439,Se asignó el rapartidor,restaurante,581
1439,Comenzó el envio del pedido,restaurante,559
1439,Finalizó el envío del pedido,farmacia,575
1439,Finalizó el envío del pedido,farmacia,578
1440,Finalizó el envío del pedido,restaurante,569
1441,Entró el pedido al sistema,restaurante,582
1441,Se Termino de elaborar el pedido,restaurante,572
1441,Comenzó el envio del pedido,restaurante,572
1442,Finalizó el envío del pedido,almacen,580
1443,Finalizó el envío del pedido,restaurante,559
1445,Entró el pedido al sistema,restaurante,583
1446,Se Termino de elaborar el pedido,restaurante,577
1446,Se asignó el rapartidor,restaurante,582
1446,Se empezó a elaborar el pedido,restaurante,582
1446,Finalizó el envío del pedido,restaurante,574
1446,Comenzó el envio del pedido,restaurante,577
1448,Se asignó el rapartidor,restaurante,583
1449,Se Termino de elaborar el pedido,restaurante,573
1449,Se Termino de elaborar el pedido,restaurante,576
1449,Finalizó el envío del pedido,restaurante,572
1449,Comenzó el envio del pedido,restaurante,573
1449,Comenzó el envio del pedido,restaurante,576
1450,Entró el pedido al sistema,restaurante,584
1450,Finalizó el envío del pedido,restaurante,564
1450,Finalizó el envío del pedido,restaurante,571
1451,Se empezó a elaborar el pedido,restaurante,584
1451,Se asignó el rapartidor,restaurante,584
1452,Entró el pedido al sistema,restaurante,585
1452,Finalizó el envío del pedido,restaurante,566
1453,Se empezó a elaborar el pedido,restaurante,585
1453,Se Termino de elaborar el pedido,restaurante,579
1453,Se asignó el rapartidor,restaurante,585
1453,Comenzó el envio del pedido,restaurante,579
1454,Finalizó el envío del pedido,restaurante,573
1455,Entró el pedido al sistema,restaurante,586
1456,Se empezó a elaborar el pedido,restaurante,586
1456,Se asignó el rapartidor,restaurante,586
1457,Entró el pedido al sistema,restaurante,587
1457,Finalizó el envío del pedido,restaurante,579
1457,Entró el pedido al sistema,restaurante,588
1458,Se empezó a elaborar el pedido,restaurante,588
1458,Se empezó a elaborar el pedido,restaurante,587
1458,Se asignó el rapartidor,restaurante,588
1459,Finalizó el envío del pedido,restaurante,577
1460,Se asignó el rapartidor,restaurante,587
1461,Entró el pedido al sistema,restaurante,589
1461,Entró el pedido al sistema,almacen,590
1462,Se Termino de elaborar el pedido,restaurante,584
1462,Entró el pedido al sistema,restaurante,591
1462,Se empezó a elaborar el pedido,almacen,590
1462,Se empezó a elaborar el pedido,restaurante,589
1462,Se asignó el rapartidor,almacen,590
1462,Comenzó el envio del pedido,restaurante,584
1462,Se Termino de elaborar el pedido,almacen,590
1463,Se empezó a elaborar el pedido,restaurante,591
1463,Comenzó el envio del pedido,almacen,590
1463,Se asignó el rapartidor,restaurante,589
1464,Finalizó el envío del pedido,restaurante,576
1466,Entró el pedido al sistema,restaurante,592
1467,Se empezó a elaborar el pedido,restaurante,592
1467,Finalizó el envío del pedido,restaurante,584
1468,Se asignó el rapartidor,restaurante,591
1469,Entró el pedido al sistema,restaurante,593
1469,Se Termino de elaborar el pedido,restaurante,588
1469,Se asignó el rapartidor,restaurante,592
1469,Comenzó el envio del pedido,restaurante,588
1470,Se empezó a elaborar el pedido,restaurante,593
1470,Se asignó el rapartidor,restaurante,593
1471,Entró el pedido al sistema,restaurante,594
1471,Finalizó el envío del pedido,almacen,590
1473,Se Termino de elaborar el pedido,restaurante,585
1473,Se asignó el rapartidor,restaurante,594
1473,Comenzó el envio del pedido,restaurante,585
1474,Entró el pedido al sistema,restaurante,595
1474,Entró el pedido al sistema,restaurante,596
1475,Se empezó a elaborar el pedido,restaurante,595
1475,Se asignó el rapartidor,restaurante,595
1477,Se Termino de elaborar el pedido,restaurante,581
1477,Comenzó el envio del pedido,restaurante,581
1478,Entró el pedido al sistema,restaurante,597
1479,Se empezó a elaborar el pedido,restaurante,597
1480,Se asignó el rapartidor,restaurante,596
1481,Se asignó el rapartidor,restaurante,597
1482,Entró el pedido al sistema,restaurante,598
1482,Se Termino de elaborar el pedido,restaurante,593
1482,Finalizó el envío del pedido,restaurante,588
1482,Entró el pedido al sistema,restaurante,599
1482,Comenzó el envio del pedido,restaurante,593
1485,Entró el pedido al sistema,restaurante,600
1486,Se empezó a elaborar el pedido,restaurante,600
1486,Finalizó el envío del pedido,restaurante,585
1487,Finalizó el envío del pedido,restaurante,581
1489,Se Termino de elaborar el pedido,restaurante,582
1489,Se empezó a elaborar el pedido,restaurante,583
1489,Comenzó el envio del pedido,restaurante,582
1490,Entró el pedido al sistema,restaurante,601
1491,Se empezó a elaborar el pedido,restaurante,601
1491,Se Termino de elaborar el pedido,restaurante,586
1491,Se empezó a elaborar el pedido,restaurante,598
1491,Comenzó el envio del pedido,restaurante,586
1492,Se Termino de elaborar el pedido,restaurante,589
1492,Comenzó el envio del pedido,restaurante,589
1493,Entró el pedido al sistema,restaurante,602
1496,Entró el pedido al sistema,almacen,603
1497,Se empezó a elaborar el pedido,almacen,603
1497,Se asignó el rapartidor,restaurante,599
1497,Se Termino de elaborar el pedido,almacen,603
1497,Finalizó el envío del pedido,restaurante,586
1498,Se Termino de elaborar el pedido,restaurante,587
1498,Se asignó el rapartidor,almacen,603
1498,Se empezó a elaborar el pedido,restaurante,599
1498,Comenzó el envio del pedido,restaurante,587
1499,Entró el pedido al sistema,restaurante,604
1499,Comenzó el envio del pedido,almacen,603
1500,Finalizó el envío del pedido,restaurante,593
1501,Se asignó el rapartidor,restaurante,598
1502,Entró el pedido al sistema,restaurante,605
1502,Entró el pedido al sistema,restaurante,606
1503,Se empezó a elaborar el pedido,restaurante,605
1503,Se Termino de elaborar el pedido,restaurante,591
1503,Comenzó el envio del pedido,restaurante,591
1504,Entró el pedido al sistema,restaurante,607
1504,Se asignó el rapartidor,restaurante,602
1505,Se Termino de elaborar el pedido,restaurante,598
1505,Finalizó el envío del pedido,restaurante,582
1505,Comenzó el envio del pedido,restaurante,598
1507,Finalizó el envío del pedido,restaurante,589
1508,Se Termino de elaborar el pedido,restaurante,592
1508,Finalizó el envío del pedido,almacen,603
1508,Se empezó a elaborar el pedido,restaurante,596
1508,Comenzó el envio del pedido,restaurante,592
1509,Entró el pedido al sistema,restaurante,608
1510,Se Termino de elaborar el pedido,restaurante,595
1510,Se empezó a elaborar el pedido,restaurante,608
1510,Comenzó el envio del pedido,restaurante,595
1511,Entró el pedido al sistema,restaurante,609
1512,Entró el pedido al sistema,restaurante,610
1512,Se empezó a elaborar el pedido,restaurante,609
1513,Se empezó a elaborar el pedido,restaurante,610
1516,Finalizó el envío del pedido,restaurante,592
1517,Se Termino de elaborar el pedido,restaurante,600
1517,Entró el pedido al sistema,restaurante,611
1517,Finalizó el envío del pedido,restaurante,587
1517,Finalizó el envío del pedido,restaurante,595
1517,Se empezó a elaborar el pedido,restaurante,604
1519,Entró el pedido al sistema,restaurante,612
1519,Se Termino de elaborar el pedido,restaurante,597
1519,Se asignó el rapartidor,restaurante,606
1519,Se empezó a elaborar el pedido,restaurante,606
1519,Comenzó el envio del pedido,restaurante,597
1520,Se empezó a elaborar el pedido,restaurante,612
1520,Se asignó el rapartidor,restaurante,607
1522,Se asignó el rapartidor,restaurante,604
1523,Comenzó el envio del pedido,restaurante,600
1523,Se asignó el rapartidor,restaurante,600
1523,Finalizó el envío del pedido,restaurante,591
1524,Entró el pedido al sistema,restaurante,613
1524,Finalizó el envío del pedido,restaurante,597
1525,Se empezó a elaborar el pedido,restaurante,613
1525,Se asignó el rapartidor,restaurante,601
1525,Finalizó el envío del pedido,restaurante,598
1526,Se Termino de elaborar el pedido,restaurante,605
1526,Se asignó el rapartidor,restaurante,608
1528,Se Termino de elaborar el pedido,restaurante,610
1529,Entró el pedido al sistema,farmacia,614
1530,Se empezó a elaborar el pedido,farmacia,614
1530,Se Termino de elaborar el pedido,farmacia,614
1531,Se Termino de elaborar el pedido,restaurante,604
1531,Se asignó el rapartidor,restaurante,610
1531,Comenzó el envio del pedido,restaurante,604
1532,Se Termino de elaborar el pedido,restaurante,601
1532,Comenzó el envio del pedido,restaurante,610
1532,Se empezó a elaborar el pedido,restaurante,611
1532,Comenzó el envio del pedido,restaurante,601
1534,Entró el pedido al sistema,restaurante,615
1534,Se Termino de elaborar el pedido,restaurante,583
1534,Se empezó a elaborar el pedido,restaurante,594
1534,Comenzó el envio del pedido,restaurante,583
1537,Entró el pedido al sistema,almacen,616
1537,Se asignó el rapartidor,farmacia,614
1537,Finalizó el envío del pedido,restaurante,600
1538,Se empezó a elaborar el pedido,almacen,616
1538,Se Termino de elaborar el pedido,restaurante,609
1538,Comenzó el envio del pedido,farmacia,614
1538,Se Termino de elaborar el pedido,almacen,616
1539,Entró el pedido al sistema,restaurante,617
1540,Entró el pedido al sistema,restaurante,618
1540,Se empezó a elaborar el pedido,restaurante,617
1540,Finalizó el envío del pedido,restaurante,610
1541,Entró el pedido al sistema,restaurante,619
1541,Se empezó a elaborar el pedido,restaurante,618
1542,Se Termino de elaborar el pedido,restaurante,599
1542,Comenzó el envio del pedido,restaurante,599
1544,Entró el pedido al sistema,restaurante,620
1544,Se asignó el rapartidor,restaurante,611
1544,Entró el pedido al sistema,restaurante,621
1546,Se asignó el rapartidor,almacen,616
1546,Finalizó el envío del pedido,restaurante,604
1547,Entró el pedido al sistema,almacen,622
1547,Comenzó el envio del pedido,almacen,616
1547,Finalizó el envío del pedido,restaurante,599
1548,Se empezó a elaborar el pedido,almacen,622
1548,Se Termino de elaborar el pedido,almacen,622
1549,Entró el pedido al sistema,farmacia,623
1549,Se Termino de elaborar el pedido,restaurante,596
1549,Se Termino de elaborar el pedido,restaurante,613
1549,Finalizó el envío del pedido,restaurante,583
1549,Se empezó a elaborar el pedido,restaurante,607
1549,Comenzó el envio del pedido,restaurante,596
1550,Se empezó a elaborar el pedido,farmacia,623
1550,Se asignó el rapartidor,restaurante,612
1550,Se Termino de elaborar el pedido,farmacia,623
1550,Finalizó el envío del pedido,restaurante,601
1552,Entró el pedido al sistema,restaurante,624
1552,Se Termino de elaborar el pedido,restaurante,608
1552,Comenzó el envio del pedido,restaurante,608
1553,Se Termino de elaborar el pedido,restaurante,618
1553,Se asignó el rapartidor,farmacia,623
1553,Se empezó a elaborar el pedido,restaurante,619
1554,Comenzó el envio del pedido,farmacia,623
1554,Se asignó el rapartidor,almacen,622
1555,Comenzó el envio del pedido,almacen,622
1555,Finalizó el envío del pedido,farmacia,614
1556,Entró el pedido al sistema,farmacia,625
1556,Se Termino de elaborar el pedido,restaurante,606
1556,Se empezó a elaborar el pedido,restaurante,615
1556,Comenzó el envio del pedido,restaurante,606
1557,Se empezó a elaborar el pedido,farmacia,625
1557,Se Termino de elaborar el pedido,farmacia,625
